Date,Open,High,Low,Close,Adj Close,Volume
2020-10-13,121.08000183105469,121.97000122070312,120.55999755859375,121.05000305175781,116.93606567382812,13100
2020-10-14,121.33000183105469,121.71900177001953,119.36900329589844,119.97000122070312,115.89274597167969,37800
2020-10-15,118.02999877929688,119.27999877929688,117.78900146484375,119.10700225830078,115.05907440185547,30600
2020-10-16,119.9000015258789,120.41000366210938,118.5,118.5,114.47269439697266,51000
2020-10-19,119.83000183105469,119.83000183105469,116.23500061035156,116.44999694824219,112.49237823486328,50600
2020-10-20,116.91000366210938,118.08599853515625,116.29000091552734,116.88999938964844,112.91741180419922,49800
2020-10-21,116.94999694824219,118.0,116.66999816894531,117.04000091552734,113.06231689453125,28200
2020-10-22,117.11000061035156,117.3489990234375,115.45999908447266,116.72000122070312,112.75318145751953,24800
2020-10-23,116.98999786376953,117.0,115.80999755859375,117.0,113.0236587524414,40600
2020-10-26,116.01000213623047,116.9800033569336,113.8489990234375,115.18000030517578,111.26551818847656,74400
2020-10-27,115.62000274658203,116.44999694824219,115.13999938964844,116.08999633789062,112.14459228515625,46900
2020-10-28,114.27999877929688,114.27999877929688,111.5,111.69000244140625,107.89414978027344,138800
2020-10-29,112.16000366210938,114.66899871826172,112.0009994506836,113.51000213623047,109.65229034423828,79600
2020-10-30,112.69999694824219,113.01000213623047,109.69000244140625,110.86000061035156,107.09234619140625,130600
2020-11-02,111.6500015258789,112.23999786376953,109.69999694824219,110.9000015258789,107.13098907470703,74100
2020-11-03,111.70999908447266,113.62999725341797,111.30999755859375,113.43099975585938,109.57598114013672,61800
2020-11-04,116.44999694824219,118.552001953125,115.97000122070312,117.79000091552734,113.78682708740234,109700
2020-11-05,120.51000213623047,121.29900360107422,120.0199966430664,120.91999816894531,116.81046295166016,146500
2020-11-06,120.62999725341797,121.22000122070312,119.07499694824219,121.0,116.88773345947266,47100
2020-11-09,122.20999908447266,122.70999908447266,118.5,118.5,114.47269439697266,154000
2020-11-10,117.1500015258789,117.68000030517578,115.35099792480469,116.31700134277344,112.36389923095703,84200
2020-11-11,117.47000122070312,119.19999694824219,117.47000122070312,119.11000061035156,115.06196594238281,65800
2020-11-12,119.4800033569336,119.94000244140625,118.0,118.41999816894531,114.39541625976562,44900
2020-11-13,119.19000244140625,119.61799621582031,118.3030014038086,119.55000305175781,115.48702239990234,39900
2020-11-16,119.45999908447266,120.49099731445312,119.02999877929688,120.06999969482422,115.98932647705078,47000
2020-11-17,120.55999755859375,120.62999725341797,119.86000061035156,120.05999755859375,115.97967529296875,29000
2020-11-18,119.86000061035156,120.47000122070312,119.40799713134766,119.5479965209961,115.48506164550781,35200
2020-11-19,118.97000122070312,120.12999725341797,118.80999755859375,120.12999725341797,116.04729461669922,52700
